UNPLANNED_DOWNTIME,PLANNED_DOWNTIME,TOTAL_COUNT,GOOD_COUNT,REJECTED_COUNT,RUNTIME,ACTUAL_CYCLE_TIME,TS
false,false,70,66,4,665,00:00:33.000,2025-04-14 10:29:58.059
false,false,71,67,4,32,00:00:32.000,2025-04-14 10:30:12.065
false,false,86,82,4,255,00:00:30.000,2025-04-14 10:31:06.104
false,false,80,76,4,66,00:00:33.000,2025-04-14 10:30:54.095
false,false,98,93,5,634,00:00:31.000,2025-04-14 10:31:30.118
false,true,135,130,5,0,00:00:00.000,2025-04-14 10:32:54.188
false,true,147,142,5,0,00:00:00.000,2025-04-14 10:33:32.215
false,false,163,156,7,219,00:00:30.000,2025-04-14 10:34:28.249
false,false,184,175,9,127,00:00:32.000,2025-04-14 10:35:22.288
false,true,180,171,9,0,00:00:00.000,2025-04-14 10:35:04.276
false,false,188,178,10,250,00:00:30.000,2025-04-14 10:35:30.297
false,false,191,181,10,341,00:00:30.000,2025-04-14 10:35:36.300
false,false,20,18,2,629,00:00:33.000,2025-04-14 10:27:53.973
false,true,49,45,4,0,00:00:00.000,2025-04-14 10:29:16.026
false,false,52,48,4,94,00:00:30.000,2025-04-14 10:29:22.031
false,true,70,66,4,0,00:00:00.000,2025-04-14 10:30:08.064
false,false,79,75,4,33,00:00:33.000,2025-04-14 10:30:52.095
false,false,100,95,5,698,00:00:31.000,2025-04-14 10:31:34.121
false,false,106,101,5,883,00:00:32.000,2025-04-14 10:31:46.132
false,false,150,145,5,93,00:00:30.000,2025-04-14 10:33:38.219
false,false,167,160,7,348,00:00:32.000,2025-04-14 10:34:36.256
false,false,162,156,6,189,00:00:30.000,2025-04-14 10:34:26.248
false,false,165,158,7,283,00:00:32.000,2025-04-14 10:34:32.253
false,false,174,167,7,564,00:00:31.000,2025-04-14 10:34:50.265
false,false,160,154,6,129,00:00:31.000,2025-04-14 10:34:22.245
false,false,180,171,9,752,00:00:31.000,2025-04-14 10:35:02.276
false,false,186,176,10,189,00:00:32.000,2025-04-14 10:35:26.291
false,true,24,22,2,0,00:00:00.000,2025-04-14 10:28:03.977
false,false,25,23,2,32,00:00:32.000,2025-04-14 10:28:15.982
false,false,44,40,4,630,00:00:30.000,2025-04-14 10:28:54.012
false,false,50,46,4,33,00:00:33.000,2025-04-14 10:29:18.027
false,true,78,74,4,0,00:00:00.000,2025-04-14 10:30:42.089
false,false,75,71,4,30,00:00:30.000,2025-04-14 10:30:32.082
false,false,76,72,4,62,00:00:32.000,2025-04-14 10:30:34.082
false,false,74,70,4,126,00:00:32.000,2025-04-14 10:30:18.071
false,false,95,91,4,538,00:00:32.000,2025-04-14 10:31:24.115
false,false,85,81,4,225,00:00:33.000,2025-04-14 10:31:04.102
false,false,119,114,5,1298,00:00:32.000,2025-04-14 10:32:12.153
false,true,135,130,5,0,00:00:00.000,2025-04-14 10:32:56.189
false,true,147,142,5,0,00:00:00.000,2025-04-14 10:33:22.207
false,true,147,142,5,0,00:00:00.000,2025-04-14 10:33:26.208
false,true,156,151,5,0,00:00:00.000,2025-04-14 10:34:08.235
false,false,169,162,7,411,00:00:31.000,2025-04-14 10:34:40.258
false,false,166,159,7,316,00:00:33.000,2025-04-14 10:34:34.253
false,false,176,168,8,628,00:00:33.000,2025-04-14 10:34:54.267
false,true,180,171,9,0,00:00:00.000,2025-04-14 10:35:08.279
false,false,193,183,10,406,00:00:32.000,2025-04-14 10:35:40.302
false,false,7,6,1,216,00:00:31.000,2025-04-14 10:27:27.954
false,false,59,55,4,314,00:00:30.000,2025-04-14 10:29:36.044
false,false,39,36,3,474,00:00:31.000,2025-04-14 10:28:44.003
false,false,66,62,4,536,00:00:31.000,2025-04-14 10:29:50.049
false,true,74,70,4,0,00:00:00.000,2025-04-14 10:30:30.079
false,true,78,74,4,0,00:00:00.000,2025-04-14 10:30:50.093
false,false,102,97,5,759,00:00:30.000,2025-04-14 10:31:38.126
false,false,117,112,5,1233,00:00:33.000,2025-04-14 10:32:08.150
false,false,127,122,5,1548,00:00:31.000,2025-04-14 10:32:28.167
false,false,133,128,5,1737,00:00:32.000,2025-04-14 10:32:40.181
false,true,151,146,5,0,00:00:00.000,2025-04-14 10:33:48.224
false,true,156,151,5,0,00:00:00.000,2025-04-14 10:34:10.235
false,false,161,155,6,159,00:00:30.000,2025-04-14 10:34:24.247
false,true,180,171,9,0,00:00:00.000,2025-04-14 10:35:10.280
false,false,8,7,1,249,00:00:33.000,2025-04-14 10:27:29.956
false,false,17,16,1,532,00:00:32.000,2025-04-14 10:27:47.968
false,false,30,28,2,186,00:00:30.000,2025-04-14 10:28:25.990
false,false,32,29,3,252,00:00:33.000,2025-04-14 10:28:29.994
false,false,45,41,4,663,00:00:33.000,2025-04-14 10:28:56.013
false,false,37,34,3,410,00:00:31.000,2025-04-14 10:28:40.001
false,true,74,70,4,0,00:00:00.000,2025-04-14 10:30:26.076
false,false,93,89,4,473,00:00:30.000,2025-04-14 10:31:20.112
false,false,84,80,4,192,00:00:31.000,2025-04-14 10:31:02.102
false,false,121,116,5,1361,00:00:31.000,2025-04-14 10:32:16.157
false,false,112,107,5,1075,00:00:33.000,2025-04-14 10:31:58.142
false,true,135,130,5,0,00:00:00.000,2025-04-14 10:32:52.186
false,true,151,146,5,0,00:00:00.000,2025-04-14 10:33:42.221
false,false,153,148,5,65,00:00:33.000,2025-04-14 10:33:56.227
false,false,147,142,5,381,00:00:30.000,2025-04-14 10:33:20.206
false,true,147,142,5,0,00:00:00.000,2025-04-14 10:33:24.207
false,false,171,164,7,472,00:00:30.000,2025-04-14 10:34:44.260
false,false,185,175,10,157,00:00:30.000,2025-04-14 10:35:24.290
false,false,9,8,1,280,00:00:31.000,2025-04-14 10:27:31.957
false,true,49,45,4,0,00:00:00.000,2025-04-14 10:29:10.022
false,false,58,54,4,284,00:00:33.000,2025-04-14 10:29:34.043
false,false,53,49,4,125,00:00:31.000,2025-04-14 10:29:24.032
false,false,49,45,4,790,00:00:30.000,2025-04-14 10:29:04.020
false,false,77,73,4,94,00:00:32.000,2025-04-14 10:30:36.083
false,true,78,74,4,0,00:00:00.000,2025-04-14 10:30:46.089
false,false,101,96,5,729,00:00:31.000,2025-04-14 10:31:36.123
false,false,82,78,4,128,00:00:30.000,2025-04-14 10:30:58.097
false,false,109,104,5,978,00:00:31.000,2025-04-14 10:31:52.136
false,false,120,115,5,1330,00:00:32.000,2025-04-14 10:32:14.154
false,false,183,174,9,95,00:00:33.000,2025-04-14 10:35:20.287
false,false,15,14,1,467,00:00:31.000,2025-04-14 10:27:43.963
false,false,27,25,2,96,00:00:31.000,2025-04-14 10:28:19.987
false,false,28,26,2,126,00:00:30.000,2025-04-14 10:28:21.987
false,false,40,37,3,505,00:00:31.000,2025-04-14 10:28:46.004
false,false,35,32,3,348,00:00:32.000,2025-04-14 10:28:35.999
false,false,87,83,4,285,00:00:30.000,2025-04-14 10:31:08.105
false,false,89,85,4,348,00:00:33.000,2025-04-14 10:31:12.108
false,false,105,100,5,851,00:00:31.000,2025-04-14 10:31:44.130
false,false,129,124,5,1611,00:00:33.000,2025-04-14 10:32:32.174
false,false,130,125,5,1641,00:00:30.000,2025-04-14 10:32:34.174
false,false,134,129,5,1769,00:00:32.000,2025-04-14 10:32:42.181
false,false,155,150,5,127,00:00:30.000,2025-04-14 10:34:00.229
false,true,156,151,5,0,00:00:00.000,2025-04-14 10:34:14.238
false,false,159,153,6,98,00:00:33.000,2025-04-14 10:34:20.242
false,false,179,170,9,721,00:00:30.000,2025-04-14 10:35:00.274
false,false,194,184,10,438,00:00:32.000,2025-04-14 10:35:42.303
false,false,24,22,2,752,00:00:33.000,2025-04-14 10:28:01.976
false,false,18,16,2,565,00:00:33.000,2025-04-14 10:27:49.969
false,false,19,17,2,596,00:00:31.000,2025-04-14 10:27:51.971
false,false,33,30,3,283,00:00:31.000,2025-04-14 10:28:31.997
false,true,49,45,4,0,00:00:00.000,2025-04-14 10:29:08.022
false,false,63,59,4,441,00:00:31.000,2025-04-14 10:29:44.047
false,false,36,33,3,379,00:00:31.000,2025-04-14 10:28:38.001
false,true,70,66,4,0,00:00:00.000,2025-04-14 10:30:06.062
false,false,73,69,4,94,00:00:32.000,2025-04-14 10:30:16.069
false,true,74,70,4,0,00:00:00.000,2025-04-14 10:30:24.073
false,false,118,113,5,1266,00:00:33.000,2025-04-14 10:32:10.151
false,true,135,130,5,0,00:00:00.000,2025-04-14 10:32:46.184
false,true,151,146,5,0,00:00:00.000,2025-04-14 10:33:50.225
false,true,151,146,5,0,00:00:00.000,2025-04-14 10:33:52.226
false,false,152,147,5,32,00:00:32.000,2025-04-14 10:33:54.227
false,false,148,143,5,31,00:00:31.000,2025-04-14 10:33:34.215
false,false,11,10,1,342,00:00:30.000,2025-04-14 10:27:35.960
false,false,12,11,1,372,00:00:30.000,2025-04-14 10:27:37.961
false,false,14,13,1,436,00:00:33.000,2025-04-14 10:27:41.962
false,false,29,27,2,156,00:00:30.000,2025-04-14 10:28:23.989
false,false,41,37,4,537,00:00:32.000,2025-04-14 10:28:48.007
false,true,49,45,4,0,00:00:00.000,2025-04-14 10:29:12.023
false,false,60,56,4,346,00:00:32.000,2025-04-14 10:29:38.044
false,false,67,63,4,568,00:00:32.000,2025-04-14 10:29:52.052
false,false,111,106,5,1042,00:00:31.000,2025-04-14 10:31:56.141
false,false,138,133,5,96,00:00:31.000,2025-04-14 10:33:02.195
false,false,151,146,5,125,00:00:32.000,2025-04-14 10:33:40.219
false,true,147,142,5,0,00:00:00.000,2025-04-14 10:33:30.213
false,true,156,151,5,0,00:00:00.000,2025-04-14 10:34:06.233
false,false,164,157,7,251,00:00:32.000,2025-04-14 10:34:30.250
false,false,157,152,5,33,00:00:33.000,2025-04-14 10:34:16.239
false,false,187,177,10,220,00:00:31.000,2025-04-14 10:35:28.293
false,false,5,4,1,154,00:00:30.000,2025-04-14 10:27:23.950
false,false,10,9,1,312,00:00:32.000,2025-04-14 10:27:33.959
false,true,24,22,2,0,00:00:00.000,2025-04-14 10:28:05.977
false,false,55,51,4,188,00:00:30.000,2025-04-14 10:29:28.037
false,false,48,44,4,760,00:00:32.000,2025-04-14 10:29:02.019
false,false,78,74,4,125,00:00:31.000,2025-04-14 10:30:38.086
false,true,78,74,4,0,00:00:00.000,2025-04-14 10:30:40.087
false,false,91,87,4,412,00:00:31.000,2025-04-14 10:31:16.111
false,false,144,139,5,290,00:00:32.000,2025-04-14 10:33:14.202
false,false,156,151,5,157,00:00:30.000,2025-04-14 10:34:02.230
false,false,170,163,7,442,00:00:31.000,2025-04-14 10:34:42.259
false,true,180,171,9,0,00:00:00.000,2025-04-14 10:35:14.283
false,false,2,2,0,63,00:00:30.000,2025-04-14 10:27:17.944
false,false,4,3,1,124,00:00:30.000,2025-04-14 10:27:21.948
false,false,62,58,4,410,00:00:33.000,2025-04-14 10:29:42.046
false,false,38,35,3,443,00:00:33.000,2025-04-14 10:28:42.001
false,true,78,74,4,0,00:00:00.000,2025-04-14 10:30:44.089
false,false,126,121,5,1517,00:00:32.000,2025-04-14 10:32:26.165
false,false,154,149,5,97,00:00:32.000,2025-04-14 10:33:58.228
false,false,145,140,5,320,00:00:30.000,2025-04-14 10:33:16.203
false,true,180,171,9,0,00:00:00.000,2025-04-14 10:35:06.278
false,false,192,182,10,374,00:00:33.000,2025-04-14 10:35:38.301
false,false,195,185,10,468,00:00:30.000,2025-04-14 10:35:44.306
false,false,201,190,11,657,00:00:31.000,2025-04-14 10:35:56.318
false,false,203,192,11,717,00:00:30.000,2025-04-14 10:36:00.319
false,false,207,196,11,131,00:00:32.000,2025-04-14 10:36:20.337
false,false,209,198,11,194,00:00:32.000,2025-04-14 10:36:24.341
false,true,252,235,17,0,00:00:00.000,2025-04-14 10:37:56.422
false,false,237,223,14,1071,00:00:30.000,2025-04-14 10:37:20.387
false,false,252,235,17,1542,00:00:33.000,2025-04-14 10:37:50.416
false,false,260,242,18,253,00:00:31.000,2025-04-14 10:38:18.438
false,false,263,244,19,347,00:00:32.000,2025-04-14 10:38:24.442
false,false,296,274,22,796,00:00:33.000,2025-04-14 10:39:42.503
false,false,302,279,23,985,00:00:33.000,2025-04-14 10:39:54.510
false,true,304,281,23,0,00:00:00.000,2025-04-14 10:40:02.517
false,false,309,286,23,157,00:00:31.000,2025-04-14 10:40:20.531
false,false,310,287,23,190,00:00:33.000,2025-04-14 10:40:22.532
false,false,347,323,24,254,00:00:31.000,2025-04-14 10:42:00.606
false,false,352,328,24,63,00:00:33.000,2025-04-14 10:42:22.619
false,false,360,336,24,315,00:00:31.000,2025-04-14 10:42:38.627
false,false,378,352,26,191,00:00:31.000,2025-04-14 10:43:26.656
false,false,392,366,26,32,00:00:32.000,2025-04-14 10:44:06.688
false,true,400,373,27,0,00:00:00.000,2025-04-14 10:44:34.708
false,false,405,378,27,164,00:00:33.000,2025-04-14 10:44:44.716
false,false,445,418,27,1005,00:00:33.000,2025-04-14 10:46:16.789
false,true,447,420,27,0,00:00:00.000,2025-04-14 10:46:24.795
false,false,443,416,27,942,00:00:30.000,2025-04-14 10:46:12.784
false,false,459,432,27,377,00:00:32.000,2025-04-14 10:46:56.813
false,false,472,444,28,784,00:00:31.000,2025-04-14 10:47:22.833
false,false,482,453,29,60,00:00:30.000,2025-04-14 10:48:06.859
false,true,508,477,31,0,00:00:00.000,2025-04-14 10:49:00.903
false,false,524,491,33,505,00:00:31.000,2025-04-14 10:49:42.932
false,false,530,497,33,690,00:00:30.000,2025-04-14 10:49:54.940
false,true,533,500,33,0,00:00:00.000,2025-04-14 10:50:12.959
false,false,566,532,34,1044,00:00:32.000,2025-04-14 10:51:19.006
false,false,581,546,35,1520,00:00:33.000,2025-04-14 10:51:49.033
false,false,670,632,38,222,00:00:30.000,2025-04-14 10:55:47.193
false,false,229,215,14,825,00:00:30.000,2025-04-14 10:37:04.376
false,true,252,235,17,0,00:00:00.000,2025-04-14 10:38:00.426
false,false,294,272,22,732,00:00:31.000,2025-04-14 10:39:38.499
false,true,304,281,23,0,00:00:00.000,2025-04-14 10:40:06.521
false,false,349,325,24,319,00:00:32.000,2025-04-14 10:42:04.607
false,false,375,349,26,97,00:00:33.000,2025-04-14 10:43:20.653
false,false,376,350,26,130,00:00:33.000,2025-04-14 10:43:22.654
false,true,400,373,27,0,00:00:00.000,2025-04-14 10:44:24.700
false,false,402,375,27,66,00:00:33.000,2025-04-14 10:44:38.711
false,false,441,414,27,881,00:00:33.000,2025-04-14 10:46:08.782
false,false,442,415,27,912,00:00:31.000,2025-04-14 10:46:10.783
false,true,447,420,27,0,00:00:00.000,2025-04-14 10:46:26.797
false,false,461,434,27,439,00:00:30.000,2025-04-14 10:47:00.814
false,false,464,437,27,533,00:00:33.000,2025-04-14 10:47:06.818
false,false,477,448,29,93,00:00:33.000,2025-04-14 10:47:44.849
false,false,507,476,31,854,00:00:31.000,2025-04-14 10:48:56.901
false,true,508,477,31,0,00:00:00.000,2025-04-14 10:49:08.911
false,false,521,488,33,413,00:00:32.000,2025-04-14 10:49:36.927
false,false,531,498,33,723,00:00:33.000,2025-04-14 10:49:56.940
false,false,553,519,34,631,00:00:31.000,2025-04-14 10:50:52.986
false,false,560,526,34,853,00:00:30.000,2025-04-14 10:51:06.996
false,false,577,542,35,1393,00:00:33.000,2025-04-14 10:51:41.029
false,false,673,635,38,317,00:00:33.000,2025-04-14 10:55:53.196
false,false,679,641,38,508,00:00:33.000,2025-04-14 10:56:05.204
false,false,687,649,38,757,00:00:32.000,2025-04-14 10:56:21.215
false,false,202,191,11,687,00:00:30.000,2025-04-14 10:35:58.318
false,true,203,192,11,0,00:00:00.000,2025-04-14 10:36:06.323
false,false,213,200,13,323,00:00:32.000,2025-04-14 10:36:32.351
false,false,222,208,14,602,00:00:33.000,2025-04-14 10:36:50.367
false,false,226,212,14,729,00:00:31.000,2025-04-14 10:36:58.374
false,false,245,230,15,1323,00:00:31.000,2025-04-14 10:37:36.403
false,false,283,262,21,383,00:00:33.000,2025-04-14 10:39:16.481
false,false,287,266,21,507,00:00:30.000,2025-04-14 10:39:24.487
false,false,313,290,23,286,00:00:32.000,2025-04-14 10:40:28.536
false,true,304,281,23,0,00:00:00.000,2025-04-14 10:40:10.524
false,false,326,303,23,153,00:00:33.000,2025-04-14 10:41:06.560
false,false,332,309,23,345,00:00:33.000,2025-04-14 10:41:18.571
false,false,339,315,24,571,00:00:32.000,2025-04-14 10:41:32.581
false,false,348,324,24,287,00:00:33.000,2025-04-14 10:42:02.607
false,false,362,338,24,377,00:00:30.000,2025-04-14 10:42:42.630
false,false,355,331,24,156,00:00:31.000,2025-04-14 10:42:28.622
false,false,396,369,27,160,00:00:31.000,2025-04-14 10:44:14.694
false,true,391,365,26,0,00:00:00.000,2025-04-14 10:44:00.685
false,false,387,361,26,469,00:00:31.000,2025-04-14 10:43:44.669
false,true,400,373,27,0,00:00:00.000,2025-04-14 10:44:30.706
false,false,413,386,27,413,00:00:31.000,2025-04-14 10:45:00.728
false,false,426,399,27,411,00:00:30.000,2025-04-14 10:45:38.761
false,false,424,397,27,348,00:00:32.000,2025-04-14 10:45:34.757
false,true,508,477,31,0,00:00:00.000,2025-04-14 10:49:10.912
false,true,533,500,33,0,00:00:00.000,2025-04-14 10:50:06.952
false,false,534,501,33,31,00:00:31.000,2025-04-14 10:50:14.959
false,false,540,507,33,222,00:00:31.000,2025-04-14 10:50:26.966
false,false,558,524,34,790,00:00:32.000,2025-04-14 10:51:02.995
false,true,663,626,37,0,00:00:00.000,2025-04-14 10:55:27.186
false,false,680,642,38,538,00:00:30.000,2025-04-14 10:56:07.204
false,false,682,644,38,601,00:00:33.000,2025-04-14 10:56:11.208
false,true,203,192,11,0,00:00:00.000,2025-04-14 10:36:04.321
false,false,221,207,14,569,00:00:30.000,2025-04-14 10:36:48.366
false,false,223,209,14,635,00:00:33.000,2025-04-14 10:36:52.368
false,false,251,234,17,1509,00:00:32.000,2025-04-14 10:37:48.414
false,false,270,251,19,563,00:00:33.000,2025-04-14 10:38:38.455
false,true,271,252,19,0,00:00:00.000,2025-04-14 10:38:48.462
false,false,312,289,23,254,00:00:33.000,2025-04-14 10:40:26.535
false,false,317,294,23,412,00:00:32.000,2025-04-14 10:40:36.542
false,false,321,298,23,535,00:00:30.000,2025-04-14 10:40:44.550
false,true,339,315,24,0,00:00:00.000,2025-04-14 10:41:40.585
false,false,351,327,24,30,00:00:30.000,2025-04-14 10:42:20.618
false,true,372,346,26,0,00:00:00.000,2025-04-14 10:43:10.646
false,true,372,346,26,0,00:00:00.000,2025-04-14 10:43:14.649
false,false,393,367,26,64,00:00:32.000,2025-04-14 10:44:08.689
false,true,391,365,26,0,00:00:00.000,2025-04-14 10:44:02.686
false,false,384,358,26,376,00:00:32.000,2025-04-14 10:43:38.664
false,true,372,346,26,0,00:00:00.000,2025-04-14 10:43:04.644
false,false,407,380,27,227,00:00:31.000,2025-04-14 10:44:48.720
false,true,413,386,27,0,00:00:00.000,2025-04-14 10:45:04.731
false,false,425,398,27,381,00:00:33.000,2025-04-14 10:45:36.760
false,false,463,436,27,500,00:00:30.000,2025-04-14 10:47:04.816
false,true,474,446,28,0,00:00:00.000,2025-04-14 10:47:34.842
false,true,480,451,29,0,00:00:00.000,2025-04-14 10:47:52.851
false,false,496,467,29,507,00:00:30.000,2025-04-14 10:48:34.883
false,false,505,475,30,790,00:00:30.000,2025-04-14 10:48:52.898
false,false,506,475,31,823,00:00:33.000,2025-04-14 10:48:54.900
false,false,512,480,32,127,00:00:32.000,2025-04-14 10:49:18.915
false,false,513,481,32,160,00:00:33.000,2025-04-14 10:49:20.916
false,false,537,504,33,127,00:00:33.000,2025-04-14 10:50:20.963
false,false,549,516,33,504,00:00:30.000,2025-04-14 10:50:44.979
false,false,663,626,37,1174,00:00:33.000,2025-04-14 10:55:21.179
false,false,665,627,38,61,00:00:30.000,2025-04-14 10:55:37.190
false,false,684,646,38,665,00:00:33.000,2025-04-14 10:56:15.212
false,true,203,192,11,0,00:00:00.000,2025-04-14 10:36:02.320
false,false,232,218,14,917,00:00:31.000,2025-04-14 10:37:10.380
false,false,233,219,14,948,00:00:31.000,2025-04-14 10:37:12.380
false,false,224,210,14,666,00:00:31.000,2025-04-14 10:36:54.369
false,false,250,233,17,1477,00:00:31.000,2025-04-14 10:37:46.411
false,false,256,238,18,127,00:00:30.000,2025-04-14 10:38:10.434
false,false,276,256,20,158,00:00:33.000,2025-04-14 10:39:02.471
false,false,280,260,20,285,00:00:32.000,2025-04-14 10:39:10.473
false,false,327,304,23,185,00:00:32.000,2025-04-14 10:41:08.562
false,false,329,306,23,248,00:00:33.000,2025-04-14 10:41:12.565
false,false,346,322,24,223,00:00:32.000,2025-04-14 10:41:58.603
false,false,340,316,24,33,00:00:33.000,2025-04-14 10:41:46.591
false,false,365,340,25,473,00:00:31.000,2025-04-14 10:42:48.637
false,true,372,346,26,0,00:00:00.000,2025-04-14 10:43:12.646
false,false,394,367,27,96,00:00:32.000,2025-04-14 10:44:10.690
